Country,Year,Population,GDP,GDP_Growth,GDP_Per_Capita,Medal,Athelets,Continent,Status,Income
Belgium,2016,11254392.75,5.54E+11,0.8325,49215.5,6,104,Europe,Developed,High income
Belize,2016,357099.5,2561913747,-0.205,7174,0,3,Americas,Developing,Upper middle income
Benin,2016,10434866.75,30686977438,1.8025,2940,0,6,Africa,Developing,Low income
Bhutan,2016,723469.75,7168042131,4.385,9899.75,0,2,Asia,Developing,Lower middle income
Bolivia,2016,10787611.5,84632083467,3.745,7840.5,0,12,Americas,Developing,Lower middle income
Bosnia and Herzegovina,2016,3460082.25,43024345200,4.0475,12443.75,0,11,Europe,Developed,Upper middle income
Botswana,2016,2107952.75,35774863589,3.0425,16970.25,0,12,Africa,Developing,Upper middle income
Brazil,2016,203608615.8,3.11E+12,-1.665,15262.25,19,452,Americas,Developing,Upper middle income
Brunei,2016,412224.25,26259267231,-3.115,63730.5,0,3,Asia,Developing,High income
Bulgaria,2016,7221856.75,1.4E+11,3.1425,19356,3,51,Europe,Developed,Upper middle income
Burkina Faso,2016,17853946.5,34382570160,1.945,1924.5,0,5,Africa,Developing,Low income
Burundi,2016,10008159.75,8452941852,-1.9725,845.75,1,9,Africa,Developing,Low income
Cambodia,2016,15397140.25,53305911680,5.425,3458.5,0,6,Asia,Developing,Lower middle income
Cameroon,2016,22996019.5,78303552026,2.6,3402.25,0,22,Africa,Developing,Lower middle income
Canada,2016,35842620.75,1.7E+12,0.715,47419.25,22,302,Americas,Developed,High income
Central African Republic,2016,4485742.5,3796670704,-7.365,846.25,0,6,Africa,Developing,Low income
Chad,2016,13889156,25031415128,-1,1803.5,0,2,Africa,Developing,Low income
Chile,2016,17877227,4.36E+11,1.3,24364,0,42,Americas,Developing,High income
China,2016,1403058631,1.73E+13,6.7225,12311.75,70,378,Asia,Developing,Upper middle income
Colombia,2016,47289728.25,6.59E+11,2.5225,13930.5,8,143,Americas,Developing,Upper middle income
Comoros,2016,768483.25,2295535748,0.36,2987.5,0,4,Africa,Developing,Lower middle income
Costa Rica,2016,4821160.5,88926968469,2.2825,18438.75,0,11,Americas,Developing,Upper middle income
Croatia,2016,4243399,1.04E+11,1.85,24506,10,85,Europe,Developed,High income
Cuba,2016,11312379,1.01E+11,2.895,8883.75,11,117,Americas,Developing,Upper middle income
Cyprus,2016,1156834.75,39717733974,0.775,34323,0,15,Asia,Developed,High income
Czech Republic,2016,10599472.75,3.75E+11,2.3975,35420.75,10,103,Europe,Developed,High income
Denmark,2016,5675598,3E+11,1.42,52819.75,15,119,Europe,Developed,High income
Djibouti,2016,906279.5,3961606807,4.86,4366.5,0,7,Africa,Developing,Lower middle income
Dominica,2016,71148,852958025.8,0.7075,11988.5,0,2,Americas,Developing,Upper middle income
Dominican Republic,2016,10223205.25,1.53E+11,5.165,14924.25,1,26,Americas,Developing,Upper middle income
Ecuador,2016,16090610.75,1.9E+11,0.295,11836.25,0,37,Americas,Developing,Upper middle income
Egypt,2016,91429735,9.61E+11,1.1825,10502.5,3,121,Africa,Developing,Lower middle income
El Salvador,2016,6310614.5,51019549078,1.745,8083.75,0,8,Americas,Developing,Lower middle income
Equatorial Guinea,2016,1145610.25,33977672622,-9.2175,29814,0,1,Africa,Developing,Upper middle income
Eritrea,2016,3328068.25,4508265265,1.3575,1354.5,0,12,Africa,Developing,Low income
Estonia,2016,1316794.5,40790548489,2.4775,30977.75,1,46,Europe,Developed,High income
Ethiopia,2016,99479742.75,1.71E+11,7.1525,1719,8,37,Africa,Developing,Low income
Fiji,2016,868271.75,10610932035,4.1025,12219.25,1,53,Oceania,Developing,Upper middle income
Finland,2016,5469809,2.49E+11,0.1475,45432.75,1,54,Europe,Developed,High income
France,2016,64301963.75,2.79E+12,0.53,43360.25,42,390,Europe,Developed,High income
Gabon,2016,1914110.75,29502011774,0.46,15412.25,0,6,Africa,Developing,Upper middle income
Gambia,2016,2055684.75,4245924394,-1.16,2066.5,0,4,Africa,Developing,Low income
Georgia,2016,4030912,49941028424,3.5025,12391,7,40,Asia,Developing,Upper middle income
Germany,2016,81651481,4.17E+12,0.9925,51047.25,42,412,Europe,Developed,High income
Ghana,2016,27540817.75,1.29E+11,1.615,4679.75,0,13,Africa,Developing,Lower middle income
Greece,2016,10679220.25,3.05E+11,-0.17,28563.75,6,92,Europe,Developed,High income
Grenada,2016,109234.5,1598239935,4.2925,14625.5,1,6,Americas,Developing,Upper middle income
Guatemala,2016,16088640.75,1.29E+11,1.97,8001,0,21,Americas,Developing,Upper middle income
Guinea,2016,11303580.25,23869865953,3.0375,2109.5,0,5,Africa,Developing,Low income
Guinea-Bissau,2016,1715083.25,3078639840,1.46,1793.75,0,0,Africa,Developing,Low income
Guyana,2016,765362,8659821696,1.925,11313.5,0,6,Americas,Developing,Upper middle income
Haiti,2016,10621298.75,31094816282,1.035,2927.25,0,10,Americas,Developing,Low income
Honduras,2016,9034450.25,47381610193,1.5925,5242.25,0,23,Americas,Developing,Lower middle income
Hungary,2016,9792452.25,2.64E+11,3.29,26930.5,15,153,Europe,Developed,High income
Iceland,2016,329558,16846597898,3.23,51107.75,0,8,Europe,Developed,High income
India,2016,1302778132,6.91E+12,6.3,5303,2,112,Asia,Developing,Lower middle income
Indonesia,2016,256718258.3,2.56E+12,3.7775,9984.75,3,24,Asia,Developing,Lower middle income
Iran,2016,78000982.75,1.03E+12,2.7775,13141.75,8,63,Asia,Developing,Upper middle income
Iraq,2016,34937977.75,3.76E+11,2.9,10743.25,0,20,Asia,Developing,Upper middle income
Ireland,2016,4647622,2.96E+11,8.7725,63702.5,2,76,Europe,Developed,High income
Israel,2016,7919132.5,2.98E+11,1.5625,37654.75,2,47,Asia,Developed,High income
Italy,2016,60454501.75,2.44E+12,-0.385,40441.75,28,305,Europe,Developed,High income
Jamaica,2016,2882778.25,27302719411,0.3125,9470.75,11,56,Americas,Developing,Upper middle income
Japan,2016,128057806.3,5.08E+12,1.1575,39652.75,41,335,Asia,Developed,High income
Jordan,2016,9064668.25,92590427646,-1.55,10220.5,1,8,Asia,Developing,Upper middle income
Kazakhstan,2016,17432912.25,4.21E+11,1.6425,24144.5,18,101,Asia,Developing,Upper middle income
Kenya,2016,47287479.75,1.79E+11,3.075,3774.75,13,79,Africa,Developing,Lower middle income
Kiribati,2016,110182.5,232912976.8,3.3025,2112.75,0,3,Oceania,Developing,Lower middle income
Kuwait,2016,3752442.75,2.11E+11,-2.8375,56296.25,0,0,Asia,Developing,High income
Kyrgyz Republic,2016,5902321.5,28154051673,3.6725,4767.5,0,19,Asia,Developing,Lower middle income
Latvia,2016,2009527.5,52585899711,3.4025,26181.5,0,32,Europe,Developed,High income
Lebanon,2016,6355256,1.06E+11,-2.78,16727,0,9,Asia,Developing,Upper middle income
Lesotho,2016,2051507,5575265644,2.9325,2717,0,8,Africa,Developing,Lower middle income
Liberia,2016,4416715.5,7027697973,-0.6575,1592.25,0,2,Africa,Developing,Low income
Libya,2016,6398216,79818675329,-13.0325,12493.75,0,7,Africa,Developing,Upper middle income
Lithuania,2016,2950465.75,89570341999,3.9625,30376.25,4,67,Europe,Developed,High income
Luxembourg,2016,560768.25,61679328924,1.8425,109931,0,10,Europe,Developed,High income
Madagascar,2016,23919901.5,36995833242,0.4425,1546.5,0,6,Africa,Developing,Low income
Malawi,2016,16519848.75,16848248959,1.195,1019.5,0,5,Africa,Developing,Low income
Malaysia,2016,30072786.5,7.3E+11,3.65,24273,5,32,Asia,Developing,Upper middle income
Maldives,2016,445257.25,7746871880,1.2975,17393,0,4,Asia,Developing,Upper middle income
Mali,2016,17197071.75,36194461420,2.31,2102.25,0,6,Africa,Developing,Low income
Malta,2016,431498,16500446283,4.5175,38222.5,0,7,Europe,Developed,High income
Marshall Islands,2016,57320.75,207465809.5,0.97,3619.5,0,5,Oceania,Developing,Upper middle income
Mauritania,2016,3989556.75,20081501992,0.7925,5032,0,2,Africa,Developing,Lower middle income
Mauritius,2016,1258534,24657774928,3.47,19590.75,0,11,Africa,Developing,Upper middle income
Mexico,2016,121093481.3,2.32E+12,1.2475,19136.25,5,123,Americas,Developing,Upper middle income
Moldova,2016,4071177.5,42171157907,5.0475,10358.75,0,23,Europe,Developed,Lower middle income
Monaco,2016,37503,2458034756,0.62,65534.75,0,3,Europe,Developed,High income
Mongolia,2016,2969171.25,32174135948,3.7075,10831.75,2,43,Asia,Developing,Lower middle income
Montenegro,2016,626805,11337216435,2.85,18087,0,35,Europe,Developed,Upper middle income
Morocco,2016,34424486.25,2.41E+11,1.775,6996.25,1,48,Africa,Developing,Lower middle income
Mozambique,2016,26679718.75,32843571699,3.2725,1229.75,0,6,Africa,Developing,Low income
Myanmar,2016,52464800.75,2.17E+11,6.455,4131.25,0,7,Asia,Developing,Lower middle income
Namibia,2016,2294969.25,23418674681,2.0575,10201,0,10,Africa,Developing,Upper middle income
Nauru,2016,10336.25,113216020.3,9.29,10949.25,0,2,Oceania,Developing,Upper middle income
Nepal,2016,27025310,76431400064,3.2575,2827.75,0,7,Asia,Developing,Low income
Netherlands,2016,16913951.5,8.94E+11,0.95,52830.5,19,229,Europe,Developed,High income
New Zealand,2016,4589958.25,1.87E+11,1.7775,40839.75,18,195,Oceania,Developed,High income
Nicaragua,2016,6183100,34256018940,3.405,5537,0,5,Americas,Developing,Lower middle income
Niger,2016,19633730.25,22157449125,1.4925,1127.75,1,6,Africa,Developing,Low income
Nigeria,2016,178817112,9.68E+11,0.79,5411.25,1,71,Africa,Developing,Lower middle income
North Korea,2016,25119697.5,51115112294,-0.405,2035,7,30,Asia,Developing,Low income
Norway,2016,5168126.5,3.25E+11,0.45,62790.25,4,62,Europe,Developed,High income
Oman,2016,4134654.5,1.27E+11,-2.155,30768.25,0,4,Asia,Developing,High income
Pakistan,2016,197406030,8.37E+11,2.6625,4235,0,7,Asia,Developing,Lower middle income
Palau,2016,17652.75,308252651,2.4625,17460,0,5,Oceania,Developing,High income
Palestine,2016,4481739.75,27546241806,1.89,6143.25,0,6,Asia,Developing,Lower middle income
Panama,2016,3935580.25,1.1E+11,3.875,27904.5,0,10,Americas,Developing,High income
Papua New Guinea,2016,8028664.75,31640894062,5.2175,3935.25,0,8,Oceania,Developing,Lower middle income
Paraguay,2016,6644105.25,77780250662,3.7575,11701.5,0,11,Americas,Developing,Upper middle income
Peru,2016,30315283.25,3.65E+11,2.6475,12028.75,0,29,Americas,Developing,Upper middle income
Philippines,2016,101290428.3,7.26E+11,4.95,7161.25,1,13,Asia,Developing,Lower middle income
Poland,2016,38068108,1.04E+12,3.0375,27309.25,11,230,Europe,Developed,High income
Portugal,2016,10396283.75,3.22E+11,1.3775,30962,1,90,Europe,Developed,High income
Qatar,2016,2503967,2.4E+11,-0.1725,95661.25,1,37,Asia,Developing,High income
Romania,2016,19972542.5,4.72E+11,4.2275,23651.25,4,94,Europe,Developed,Upper middle income
Russia,2016,144812681.5,3.75E+12,-0.42,25921.25,56,279,Europe,Developed,Upper middle income
Rwanda,2016,11233265.5,20638279789,3.7775,1834.75,0,7,Africa,Developing,Low income
Samoa,2016,192745.5,1159869828,2.275,6016,0,8,Oceania,Developing,Upper middle income
San Marino,2016,33067,1914903581,-0.2075,57906.5,0,4,Europe,Developed,High income
Sao Tome and Principe,2016,197615.75,739178905.5,2.895,3738,0,3,Africa,Developing,Lower middle income
Saudi Arabia,2016,31282445,1.51E+12,0.315,48401.25,0,10,Asia,Developing,High income
Senegal,2016,14382283.25,42008639638,2.6175,2917.25,0,22,Africa,Developing,Lower middle income
Serbia,2016,8886979,1.39E+11,2.1125,15646.5,8,103,Europe,Developed,Upper middle income
Seychelles,2016,94575.75,2394380764,3.19,25309.75,0,10,Africa,Developing,High income
Sierra Leone,2016,7095470.75,12588951344,0.4475,1778.5,0,4,Africa,Developing,Low income
Singapore,2016,5556282,4.92E+11,2.3575,88459.25,1,25,Asia,Developing,High income
Slovak Republic,2016,5432033.5,1.53E+11,2.455,28093.5,4,51,Europe,Developed,High income
Slovenia,2016,2069003,69537596067,1.69,33607.5,4,63,Europe,Developed,High income
Solomon Islands,2016,595244.75,1528105137,0.6675,2567.25,0,3,Oceania,Developing,Lower middle income
Somalia,2016,13617530.25,9470916475,0.3625,695.5,0,2,Africa,Developing,Low income
South Africa,2016,54956331.75,7.04E+11,-0.075,12820,10,135,Africa,Developing,Upper middle income
South Korea,2016,50690039.25,1.95E+12,2.5175,38552,21,199,Asia,Developing,High income
South Sudan,2016,10614522.25,23416542258,-3.09,2209.25,0,3,Africa,Developing,Low income
Spain,2016,46753632.75,1.73E+12,1.86,36916,17,304,Europe,Developed,High income
Sri Lanka,2016,20845191.5,2.43E+11,3.4925,11649,0,9,Asia,Developing,Upper middle income
St. Kitts and Nevis,2016,50984.25,1292650221,2.9925,25348,0,0,Americas,Developing,High income
St. Lucia,2016,178742.75,2544549621,-0.1725,14235.5,0,0,Americas,Developing,Upper middle income
St. Vincent and the Grenadines,2016,109023.5,1300485308,1.33,11928,0,0,Americas,Developing,Upper middle income
Sudan,2016,38450148.25,1.6E+11,1.695,4163.5,0,6,Africa,Developing,Lower middle income
Suriname,2016,556148,9749408056,-2.4925,17539.5,0,6,Americas,Developing,Upper middle income
Swaziland,2016,1099974.25,9074781907,1.2175,8249.75,0,2,Africa,Developing,Lower middle income
Sweden,2016,9727776.25,4.88E+11,1.54,50155.75,11,150,Europe,Developed,High income
Switzerland,2016,8247892.25,5.43E+11,0.6775,65781,7,98,Europe,Developed,High income
Syria,2016,18438038.75,73541826343,-10.3125,3968,0,7,Asia,Developing,Low income
Tajikistan,2016,8357551,23234687738,4.2325,2777,1,7,Asia,Developing,Low income
Tanzania,2016,50743891,1.18E+11,3.49,2321.75,0,7,Africa,Developing,Low income
Thailand,2016,68567274.75,1.11E+12,2.1325,16188.25,6,54,Asia,Developing,Upper middle income
Timor-Leste,2016,1185801,3881814037,1.335,3272.75,0,0,Asia,Developing,Lower middle income
Togo,2016,7231458,10317726709,3.1375,1425.5,0,5,Africa,Developing,Low income
Tonga,2016,101178.5,603000224.8,2.915,5960.25,0,7,Oceania,Developing,Upper middle income
Trinidad and Tobago,2016,1365985,39092663017,-1.385,28622.75,1,28,Americas,Developing,High income
Tunisia,2016,11125009.25,1.16E+11,1.005,10463.75,3,61,Africa,Developing,Lower middle income
Turkey,2016,77877999.25,1.98E+12,3.9525,25416.75,8,100,Asia,Developing,Upper middle income
Turkmenistan,2016,5515088.5,69641641129,6.3625,12612.25,0,9,Asia,Developing,Upper middle income
Tuvalu,2016,11038.25,39781183.75,3.375,3602,0,1,Oceania,Developing,Upper middle income
Uganda,2016,37620167.25,76614322401,1.13,2035.25,0,21,Africa,Developing,Low income
Ukraine,2016,45008465.5,5.37E+11,-1.9325,11933.5,11,201,Europe,Developed,Lower middle income
United Arab Emirates,2016,9258990.25,5.88E+11,3.76,63507.75,1,12,Asia,Developing,High income
United Kingdom,2016,65641289,2.92E+12,1.5025,44479.5,67,357,Europe,Developed,High income
United States,2016,319742066.3,1.85E+13,1.5,57774,121,544,Americas,Developed,High income
Uruguay,2016,3406506.75,69865958566,2.1425,20508.25,0,17,Americas,Developing,High income
Uzbekistan,2016,30682583.25,1.82E+11,5.2925,5916.75,13,70,Asia,Developing,Lower middle income
Vanuatu,2016,267494.75,825469673.8,-0.775,3087,0,4,Oceania,Developing,Lower middle income
Venezuela,2016,29939273.75,6.52E+11,-4.045,21786,3,85,Americas,Developing,Upper middle income
Vietnam,2016,92195990,5.79E+11,4.97,6279.75,2,22,Asia,Developing,Lower middle income
Yemen,2016,26159172.75,1.01E+11,-10.56,3901.5,0,3,Asia,Developing,Low income
Zambia,2016,15642290.75,53825969459,0.9525,3440.5,0,7,Africa,Developing,Lower middle income
Zimbabwe,2016,13695517,40353410928,0.025,2946.5,0,30,Africa,Developing,Lower middle income
Afghanistan,2020,37609532.75,75880111908,-1.685,2018.75,0,5,Asia,Developing,Low income
Albania,2020,2881404.25,38298558500,1.89,13291.75,0,8,Europe,Developed,Upper middle income
Algeria,2020,42630421.5,4.85E+11,-2.5975,11378.5,0,41,Africa,Developing,Upper middle income
Andorra,2020,77104,4518290309,3.41,58597,0,2,Europe,Developed,High income
Angola,2020,31329530.75,2.12E+11,-4.785,6783.5,0,20,Africa,Developing,Lower middle income
Antigua and Barbuda,2020,96687.5,1950760638,-1.5325,20181.25,0,6,Americas,Developing,High income
Argentina,2020,44568686.25,9.81E+11,-3.925,22022.75,3,180,Americas,Developing,Upper middle income
Armenia,2020,2954373,37746184287,2.9825,12775.75,4,16,Asia,Developing,Upper middle income
Australia,2020,25046463.25,1.22E+12,-0.135,48901.75,46,470,Oceania,Developed,High income
Austria,2020,8918198.25,4.86E+11,-0.565,54484,7,72,Europe,Developed,High income
Azerbaijan,2020,9995436.75,1.41E+11,-1.065,14089.25,7,41,Asia,Developing,Upper middle income
Bahamas,2020,387529.5,13665540430,-3.23,35283.75,2,16,Americas,Developing,High income
Bahrain,2020,1601566,72184885908,-3.3675,45173.75,1,30,Asia,Developing,High income
Bangladesh,2020,162199422.5,7.32E+11,4.5725,4508.25,0,6,Asia,Developing,Lower middle income
Barbados,2020,286815.25,4298683893,-4.61,14989.25,0,7,Americas,Developing,High income
Belarus,2020,9451144.5,1.78E+11,1.7725,18856.75,7,104,Europe,Developed,Upper middle income
Belgium,2020,11507718.5,5.81E+11,-0.79,50522.5,7,124,Europe,Developed,High income
Belize,2020,386704.5,2616936701,-4.4375,6776.25,0,3,Americas,Developing,Upper middle income
Benin,2020,11646144,37163830065,2.46,3188.5,0,7,Africa,Developing,Low income
Bhutan,2020,758666.25,8716128805,1.9325,11485.75,0,3,Asia,Developing,Lower middle income
Bolivia,2020,11433031,96406257006,-0.7,8434.75,0,5,Americas,Developing,Lower middle income
Bosnia and Herzegovina,2020,3314319,47512385833,1.84,14337.25,0,7,Europe,Developed,Upper middle income
Botswana,2020,2278617.75,39067540734,-1.5925,17155.25,1,13,Africa,Developing,Upper middle income
Brazil,2020,210228018.3,3.03E+12,-0.805,14435,21,291,Americas,Developing,Upper middle income
Brunei,2020,431055,26533616210,0.755,61546.75,0,2,Asia,Developing,High income
Bulgaria,2020,7025656,1.57E+11,2.31,22375.25,6,41,Europe,Developed,Upper middle income
Burkina Faso,2020,20042340.75,42495548871,1.8925,2119,1,7,Africa,Developing,Low income
Burundi,2020,11355936.75,8529804478,-2.415,752,0,6,Africa,Developing,Low income
Cambodia,2020,16366180.25,68317012813,3.15,4172.25,0,3,Asia,Developing,Lower middle income
Cameroon,2020,25551145.5,91019362770,-0.48,3563.25,0,11,Africa,Developing,Lower middle income
Canada,2020,37239961,1.79E+12,-0.9325,47967,24,368,Americas,Developed,High income
Central African Republic,2020,4709335.25,4378894615,1.2275,929.75,0,2,Africa,Developing,Low income
Chad,2020,15716807.25,24596670261,-2.5425,1565.75,0,3,Africa,Developing,Low income
Chile,2020,18816961.25,4.61E+11,-1.35,24520,0,56,Americas,Developing,High income
China,2020,1430444262,2.22E+13,5.035,15521.5,88,398,Asia,Developing,Upper middle income
Colombia,2020,49948306.75,7.08E+11,-1.275,14172.75,5,64,Americas,Developing,Upper middle income
Comoros,2020,841674.5,2550414973,-0.1825,3030.75,0,3,Africa,Developing,Lower middle income
Costa Rica,2020,5022768.25,99495514260,-0.0575,19811,0,13,Americas,Developing,Upper middle income
Croatia,2020,4143705.25,1.14E+11,0.825,27496.5,8,57,Europe,Developed,High income
Cuba,2020,11334375.25,1.1E+11,2.0375,9675.75,15,69,Americas,Developing,Upper middle income
Cyprus,2020,1193720.5,45728841741,0.4675,38309,0,14,Asia,Developed,High income
Czech Republic,2020,10676226.5,4.22E+11,0.935,39562,11,117,Europe,Developed,High income
Denmark,2020,5762122,3.25E+11,0.67,56393.75,11,103,Europe,Developed,High income
Djibouti,2020,966145.5,5066661625,3.2275,5241,0,4,Africa,Developing,Lower middle income
Dominica,2020,71721.25,814556107.8,-3.025,11357.5,0,2,Americas,Developing,Upper middle income
Dominican Republic,2020,10681779.75,1.87E+11,1.4275,17468.25,5,61,Americas,Developing,Upper middle income
Ecuador,2020,17221608,1.93E+11,-2.575,11232.75,3,46,Americas,Developing,Upper middle income
Egypt,2020,99397167.75,1.15E+12,2.5625,11521.75,6,133,Africa,Developing,Lower middle income
El Salvador,2020,6437153.75,54435845392,-0.88,8457.5,0,5,Americas,Developing,Lower middle income
Equatorial Guinea,2020,1332485.25,26000234901,-9.1525,19595.25,0,3,Africa,Developing,Upper middle income
Eritrea,2020,3477308.75,5261201037,2.73,1512.25,0,13,Africa,Developing,Low income
Estonia,2020,1323622.5,47010297595,2.7275,35514.25,2,33,Europe,Developed,High income
Ethiopia,2020,110666661.5,2.4E+11,5.18,2166.5,4,42,Africa,Developing,Low income
Fiji,2020,886837.25,11519229069,-3.1925,12995.5,2,28,Oceania,Developing,Upper middle income
Finland,2020,5526708.5,2.65E+11,0.6125,48025,2,45,Europe,Developed,High income
France,2020,65059067,2.9E+12,-0.8325,44645,33,377,Europe,Developed,High income
Gabon,2020,2145598.25,31745073815,-1.4225,14799.5,0,5,Africa,Developing,Upper middle income
Gambia,2020,2314588,4985764402,1.49,2153,0,3,Africa,Developing,Low income
Georgia,2020,3999401.5,56981757187,2.325,14248,8,35,Asia,Developing,Upper middle income
Germany,2020,83270953.25,4.41E+12,-0.38,52912.25,37,399,Europe,Developed,High income
Ghana,2020,30094843.75,1.58E+11,3.2025,5239,1,14,Africa,Developing,Lower middle income
Greece,2020,10497050.25,3.08E+11,-0.5625,29387,4,75,Europe,Developed,High income
Grenada,2020,111711,1807109324,-1.27,16179,1,6,Americas,Developing,Upper middle income
Guatemala,2020,17414969.25,1.47E+11,0.43,8435.25,0,22,Americas,Developing,Upper middle income
Guinea,2020,12596461.5,31856375945,3.9575,2526.5,0,5,Africa,Developing,Low income
Guinea-Bissau,2020,1897841.25,3683307443,0.5175,1940.75,0,4,Africa,Developing,Low income
Guyana,2020,780889.75,9987627774,3.955,12786.75,0,7,Americas,Developing,Upper middle income
Haiti,2020,11192790.5,32564904964,-1.61,2910.5,0,6,Americas,Developing,Low income
Honduras,2020,9666815.5,53486515471,-0.8875,5535.25,0,24,Americas,Developing,Lower middle income
Hungary,2020,9695588.5,3.02E+11,2.46,31108,20,154,Europe,Developed,High income
Iceland,2020,337848.5,18374703169,-1.4475,54398.5,0,4,Europe,Developed,High income
India,2020,1359435301,8.67E+12,1.34,6375,7,117,Asia,Developing,Lower middle income
Indonesia,2020,269117676.5,3.07E+12,2.11,11386.75,5,26,Asia,Developing,Lower middle income
Iran,2020,82345234.5,1.09E+12,-3.1425,13210.75,7,66,Asia,Developing,Upper middle income
Iraq,2020,38879671.25,4.07E+11,-4.7125,10491,0,4,Asia,Developing,Upper middle income
Ireland,2020,4848067.25,4.08E+11,4.84,84050.25,4,116,Europe,Developed,High income
Israel,2020,8450067.5,3.32E+11,0.105,39342.75,4,85,Asia,Developed,High income
Italy,2020,60578226.25,2.5E+12,-1.2975,41263,40,354,Europe,Developed,High income
Jamaica,2020,2941284.75,27828814101,-2.035,9462.75,9,60,Americas,Developing,Upper middle income
Japan,2020,127010418.8,5.2E+12,-0.1925,40965.5,58,585,Asia,Developed,High income
Jordan,2020,10013999.75,99734976635,-0.7475,9960.5,2,11,Asia,Developing,Upper middle income
Kazakhstan,2020,18431943.5,4.71E+11,1.19,25525,8,92,Asia,Developing,Upper middle income
Kenya,2020,51989745.75,2.19E+11,1.72,4201.75,10,78,Africa,Developing,Lower middle income
Kiribati,2020,116762.25,262370238.8,-0.285,2247,0,3,Oceania,Developing,Lower middle income
Kuwait,2020,4167764,2.04E+11,-4.9125,48936,1,10,Asia,Developing,High income
Kyrgyz Republic,2020,6358448.5,32054356731,-0.7525,5043,3,16,Asia,Developing,Lower middle income
Latvia,2020,1918125,57494684708,2.2225,29981.25,2,29,Europe,Developed,High income
Lebanon,2020,6839983,97704376239,-8.64,14282.75,0,6,Asia,Developing,Upper middle income
Lesotho,2020,2116844.5,5714173919,-2.5325,2700,0,2,Africa,Developing,Lower middle income
Liberia,2020,4879062.75,7056156857,-2.815,1448,0,3,Africa,Developing,Low income
Libya,2020,6727007,82960231416,-5.1625,12370.5,0,4,Africa,Developing,Upper middle income
Lithuania,2020,2782152.75,99846143318,3.67,35908.75,1,37,Europe,Developed,High income
Luxembourg,2020,609466,68795570343,-0.6025,112890.75,0,11,Europe,Developed,High income
Madagascar,2020,26623287.25,42469923970,-0.3825,1595.5,0,6,Africa,Developing,Low income
Malawi,2020,18393028,19203233733,0.2925,1044.25,0,5,Africa,Developing,Low income
Malaysia,2020,31737118.75,8.65E+11,0.9725,27256.25,2,29,Asia,Developing,Upper middle income
Maldives,2020,520900.25,9015706688,-5.6675,17350,0,4,Asia,Developing,Upper middle income
Mali,2020,19374760.25,43880363985,0.1525,2265.25,0,4,Africa,Developing,Low income
Malta,2020,439776.5,18517818930,-0.7425,42110.75,0,6,Europe,Developed,High income
Marshall Islands,2020,58612.5,230677149.3,2.12,3935.25,0,2,Oceania,Developing,Upper middle income
Mauritania,2020,4465313,22650674663,-0.3125,5073,0,2,Africa,Developing,Lower middle income
Mauritius,2020,1268279.5,27185414375,-1.3575,21436,0,7,Africa,Developing,Upper middle income
Mexico,2020,126869097.5,2.46E+12,-2.0675,19377.75,4,155,Americas,Developing,Upper middle income
Moldova,2020,4047214.5,49943581770,3.08,12341,1,19,Europe,Developed,Lower middle income
Monaco,2020,38821.25,2649373985,1.0175,68239,0,6,Europe,Developed,High income
Mongolia,2020,3196865,37571574544,1.2825,11751,4,43,Asia,Developing,Lower middle income
Montenegro,2020,627854,12619797467,-0.345,20100,0,35,Europe,Developed,Upper middle income
Morocco,2020,36248167.5,2.64E+11,-0.5875,7295.75,1,48,Africa,Developing,Lower middle income
Mozambique,2020,29941623.5,38134277586,-0.625,1274.25,0,8,Africa,Developing,Low income
Myanmar,2020,53886513.75,2.72E+11,4.14,5045.25,0,2,Asia,Developing,Lower middle income
Namibia,2020,2471590.75,23644437481,-4.03,9576.75,1,11,Africa,Developing,Upper middle income
Nauru,2020,10713.25,120983081.8,0.7,11290.5,0,2,Oceania,Developing,Upper middle income
Nepal,2020,28368479.25,92801241355,3.41,3269.5,0,5,Asia,Developing,Low income
Netherlands,2020,17078224.75,9.51E+11,0.1625,55662.75,36,272,Europe,Developed,High income
New Zealand,2020,4762613.75,2.03E+11,-0.1625,42664.5,20,202,Oceania,Developed,High income
Nicaragua,2020,6505100.5,36365015847,-2.355,5594,0,8,Americas,Developing,Lower middle income
Niger,2020,22890643.5,27380596359,0.9125,1195.75,0,7,Africa,Developing,Low income
Nigeria,2020,198462780.5,1.01E+12,-1.7775,5099.25,2,59,Africa,Developing,Lower middle income
North Korea,2020,25606098.75,46548338277,-3.6275,1818.25,0,0,Asia,Developing,Low income
Norway,2020,5358596.25,3.46E+11,0.31,64488.75,8,92,Europe,Developed,High income
Oman,2020,4894254,1.36E+11,-3.15,27882,0,5,Asia,Developing,High income
Pakistan,2020,214398036.5,9.96E+11,0.9525,4646.75,0,10,Asia,Developing,Lower middle income
Palau,2020,17953.25,311844432.5,-3.71,17374.5,0,3,Oceania,Developing,High income
Palestine,2020,4923262.25,29915920078,-4.1425,6085.75,0,4,Asia,Developing,Lower middle income
Panama,2020,4211210,1.25E+11,-3.0025,29603.75,0,9,Americas,Developing,High income
Papua New Guinea,2020,8691877,36796284669,-0.6825,4234.25,0,7,Oceania,Developing,Lower middle income
Paraguay,2020,7000074,88415902560,0.515,12631.75,0,8,Americas,Developing,Upper middle income
Peru,2020,32228968,3.98E+11,-2.1125,12361,0,33,Americas,Developing,Upper middle income
Philippines,2020,107380505.5,8.99E+11,1.0325,8374,4,18,Asia,Developing,Lower middle income
